2021-01-15 19:01:11,493 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320004 type:create cxid:0xb zxid:0x14b5 txntype:-1 reqpath:n/a Error Path:/otter/canal/destinations/test/cluster/localhost:11111 Error:KeeperErrorCode = NodeExists for /otter/canal/destinations/test/cluster/localhost:11111
2021-01-15 19:01:15,847 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /127.0.0.1:60064
2021-01-15 19:01:15,860 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@855] - Client attempting to establish new session at /127.0.0.1:60064
2021-01-15 19:01:15,863 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@611] - Established session 0x17704a908320005 with negotiated timeout 6000 for client /127.0.0.1:60064
2021-01-15 19:01:15,904 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320005 type:create cxid:0x1 zxid:0x14b8 txntype:-1 reqpath:n/a Error Path:/consumers Error:KeeperErrorCode = NodeExists for /consumers
2021-01-15 19:01:15,913 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320005 type:create cxid:0x2 zxid:0x14b9 txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2021-01-15 19:01:15,914 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320005 type:create cxid:0x3 zxid:0x14ba txntype:-1 reqpath:n/a Error Path:/brokers/topics Error:KeeperErrorCode = NodeExists for /brokers/topics
2021-01-15 19:01:15,916 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320005 type:create cxid:0x4 zxid:0x14bb txntype:-1 reqpath:n/a Error Path:/config/changes Error:KeeperErrorCode = NodeExists for /config/changes
2021-01-15 19:01:15,918 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320005 type:create cxid:0x5 zxid:0x14bc txntype:-1 reqpath:n/a Error Path:/admin/delete_topics Error:KeeperErrorCode = NodeExists for /admin/delete_topics
2021-01-15 19:01:15,919 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320005 type:create cxid:0x6 zxid:0x14bd txntype:-1 reqpath:n/a Error Path:/brokers/seqid Error:KeeperErrorCode = NodeExists for /brokers/seqid
